路径编号,业务ID,业务组名称,路径编码
1,"042E0102
042E0151
042E0121
042E0118
042E0150
042E0121
042E0152
042E0152
042E0150
042E0121
042E0180
undefined
042E0102
042E0150
042E0121
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0151
042E0121
042E0102
042E0102
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0118
undefined
042E0180
undefined
042E0301
042E0301
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0150
042E0121
042E0118
042E0151
042E0121
042E0102
042E0150
042E0121
042E0118
042E0151
042E0121
042E0150
040P0206
040P0200
042E0121
042E0150
042E0121
042E0151
042E0121
042E0150
042E0121
042E0151
042E0121
042E0102
042E0118
042E0150
042E0121
undefined
042E0102
042E0102
042E0102
042E0301
042E0102
042E0151
042E0121
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0151
043L1201
042E0121
042E0150
042E0121
043L0202
07161201
042E0150
042E0121
042E0301
042E0301
042E0100
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0151
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0151
043L1201
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0118
042E0151
042E0121
042E0102
042E0102
042E0118
042E0150
042E0121
042E0102
042E0118
042E0118
042E0102
042E0118
042E0142
040V0204
042E0121
042E0150
042E0121
042E0151
042E0121
040O0233
040O0211
042E0121
042E0118
042E0102
042E0102
042E0102
042E0118
042E0142
040V0204
042E0121
042E0118
042E0106
042E0142
040V0204
042E0121
042E0118
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
042E0142
040V0204
040V0204
042E0121
042E0118
040O0240
042E0118
042E0142
040V0204
040V0204
042E0121
042E0102
042E0118
042E0118
042E0142
040V0204
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0102
042E0112
042E0102
042E0102
042E0102
042E0118
042E0118
042E0115
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0118
042E0115
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0118
042E0115
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0118
042E0150
042E0121
042E0142
040V0204
042E0121
042E0117","检索提取
座位锁放
返回
检索提取
航班详情
返回
OP/CI航班
OP/CI航班
航班详情
返回
已/未登机查询
已/未登机查询
检索提取
航班详情
返回
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
座位锁放
返回
检索提取
航班详情
返回
检索提取
座位锁放
返回
航班详情
座位锁放
航班详情
返回
航班详情
返回
座位锁放
返回
航班详情
返回
座位锁放
返回
检索提取
检索提取
航班详情
返回
已/未登机查询
检索提取
检索提取
检索提取
已/未登机查询
检索提取
座位锁放
返回
航班详情
返回
检索提取
检索提取
航班详情
返回
座位锁放
座位锁放
返回
航班详情
返回
GS限额
GS限额
航班详情
返回
已/未登机查询
已/未登机查询
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
座位锁放
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
座位锁放
座位锁放
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
航班详情
返回
座位锁放
返回
下一步值机
下一步值机
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
旅客详情
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
座位处理
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
座位处理
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
航班详情
返回
座位处理
座位处理
返回
结束",BRT_0401
2,"042E0102
042E0151
043L1201
043L1201
042E0121
042E0150
042E0121
042E0151
042E0121
042E0150
042E0121
042E0150
042E0121
042E0102
042E0102
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0151
042E0121
042E0102
042E0151
042E0121
042E0118
042E0118
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
042E0121
042E0142
040V0204
042E0150
042E0121
042E0102
042E0102
042E0102
042E0151
042E0150
042E0102
042E0102
042E0150
040P0801
040P0204
042E0121
042E0121
042E0102
042E0118
042E0151
042E0121
042E0118
042E0142
040V0204
042E0121
042E0118
042E0106
042E0118
042E0118
042E0142
042E0118
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0118
042E0142
040V0204
042E0121
042E0118
040O0240
042E0118
042E0142
042E0121
042E0142
040V0204
042E0121
042E0133
042E0102
042E0102
042E0102
042E0301
042E0302
undefined
042E0150
042E0121
042E0117","检索提取
座位锁放
座位锁放
座位锁放
返回
航班详情
返回
座位锁放
返回
航班详情
返回
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
座位锁放
返回
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
返回
座位处理
座位处理
航班详情
返回
检索提取
检索提取
检索提取
座位锁放
航班详情
检索提取
检索提取
航班详情
OP/CI航班
OP/CI航班
返回
返回
检索提取
检索提取
座位锁放
返回
检索提取
座位处理
座位处理
返回
检索提取
旅客详情
检索提取
检索提取
座位处理
检索提取
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
返回
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
航班详情
返回
结束",BRT_0401
3,"042E0102
042E0166
042E0121
042E0152
042E0152
042E0118
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0151
042E0121
042E0102
042E0118
042E0151
040P0701
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0118
040O0240
042E0118
042E0142
042E0121
042E0102
042E0102
040O0240
042E0151
042E0121
042E0102
042E0118
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0142
042E0121
042E0142
040V0204
042E0121
042E0118
042E0118
042E0142
040V0204
042E0121
042E0118
040O0240
042E0118
042E0142
040V0204
042E0121
042E0102
042E0118
042E0118
042E0118
042E0118
042E0142
042E0121
042E0142
040V0204
042E0121
042E0102
042E0102
042E0118
042E0102
042E0150
042E0121
042E0152
042E0152
042E0150
042E0121
042E0301
042E0301
042E0301
042E0102
042E0163
042F0502
042F0502
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0151
042E0121
042E0102
042E0118
042E0151
042E0121
042E0102
042E0102
042E0151
042E0121
042E0118
042E0151
042E0121
042E0150
042E0121
042E0150
042E0121
042E0151
042E0121
042E0150
042E0121
042E0102
042E0118
042E0301
042E0301
042E0102
042E0102
042E0150
042E0121
042E0118
042E0151
042E0121
042E0102
042E0118
042E0102
042E0102
042E0102
042E0102
042E0118
042E0151
042E0121
043L0202
042E0151
042E0121
040O0240
043L0202
042E0151
042E0121
043L0202
07161201
042E0151
042E0121
042E0102
042E0118
042E0118
042E0118
042E0133
042E0151
042E0121
042E0133
042E0151
043L1201
042E0121
042E0151
042E0121
042E0117","检索提取
管理联程段
返回
OP/CI航班
OP/CI航班
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
座位锁放
返回
检索提取
检索提取
座位锁放
座位图旅客处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
返回
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
返回
座位处理
座位处理
返回
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
返回
座位处理
座位处理
返回
检索提取
检索提取
检索提取
检索提取
航班详情
返回
OP/CI航班
OP/CI航班
航班详情
返回
已/未登机查询
已/未登机查询
已/未登机查询
检索提取
修改性别/类型
修改性别/类型
修改性别/类型
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
座位锁放
返回
检索提取
座位锁放
返回
航班详情
返回
航班详情
返回
座位锁放
返回
航班详情
返回
检索提取
检索提取
已/未登机查询
已/未登机查询
检索提取
检索提取
航班详情
返回
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
GS限额
座位锁放
返回
检索提取
GS限额
座位锁放
返回
GS限额
GS限额
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
座位锁放
座位锁放
返回
座位锁放
返回
结束",BRT_0401
4,"042E0102
042E0151
043L1201
042E0121
042E0102
042E0118
042E0118
042E0142
040V0204
042E0121
042E0102
042E0102
042E0151
043L1201
042E0121
042E0102
042E0102
042E0151
043L0202
07161201
042E0102
042E0118
042E0151
042E0121
042E0301
042E0151
042E0121
042E0151
042E0121
042E0151
042E0121
042E0151
042E0121
042E0102
042E0151
042E0102
042E0141
042E0121
042E0151
042E0121
042E0151
042E0121
042E0151
042E0121
042E0150
042E0121
043L0202
07161201
042E0118
042E0151
042E0121
042E0151
042E0121
042E0151
043L1202
042E0121
042E0102
042E0102
042E0151
042E0121
042E0102
163L0300
163L0301
01010916","检索提取
座位锁放
座位锁放
返回
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
检索提取
座位锁放
座位锁放
返回
检索提取
检索提取
座位锁放
GS限额
GS限额
检索提取
检索提取
座位锁放
返回
已/未登机查询
座位锁放
返回
座位锁放
返回
座位锁放
返回
座位锁放
返回
检索提取
座位锁放
检索提取
客票详情
返回
座位锁放
返回
座位锁放
返回
座位锁放
返回
航班详情
返回
GS限额
GS限额
检索提取
座位锁放
返回
座位锁放
返回
座位锁放
座位锁放
返回
检索提取
检索提取
座位锁放
返回
检索提取
业务信息查询
业务信息查询
结束",BRT_0406
5,"042E0102
042E0102
042E0151
042E0121
042E0151
042E0121
042E0118
042E0151
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0151
043L1201
042E0121
042E0151
042E0121
042E0118
042E0118
042E0152
042E0152
042E0102
042E0102
042E0152
042E0152
042E0102
042E0102
042E0118
042E0151
042E0121
042E0150
042E0121
01010903","检索提取
检索提取
座位锁放
返回
座位锁放
返回
检索提取
座位锁放
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
座位锁放
返回
座位锁放
返回
检索提取
检索提取
OP/CI航班
OP/CI航班
检索提取
检索提取
OP/CI航班
OP/CI航班
检索提取
检索提取
检索提取
座位锁放
返回
航班详情
返回
结束",BRT_040H
6,"042E0102
042E0151
042E0121
043L0202
07161201
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0151
042E0121
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0150
040P0206
040P0200
042E0121
042E0102
042E0102
042E0180
undefined
undefined
042E0318
042F0502
undefined
042E0102
042E0102
042E0102
042E0133
042E0150
040P0202
040P0202
040P0202
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0151
042E0121
042E0150
040P0218
042E0121
043L0202
07161201
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0301
042E0102
042E0102
042E0102
042E0150
040P0202
040P0202
042E0121
042E0102
042E0102
042E0102
163L0300
163L0301
01010916","检索提取
座位锁放
返回
GS限额
GS限额
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
航班详情
返回
检索提取
检索提取
检索提取
检索提取
航班详情
座位锁放
航班详情
返回
检索提取
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
修改性别/类型
修改性别/类型
已/未登机查询
检索提取
检索提取
检索提取
检索提取
航班详情
航班详情
航班详情
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
航班详情
航班详情
返回
GS限额
GS限额
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
已/未登机查询
检索提取
检索提取
检索提取
航班详情
航班详情
航班详情
返回
检索提取
检索提取
检索提取
业务信息查询
业务信息查询
结束",BRT_0406
7,"042E0102
042E0102
042E0102
042E0150
040P0202
040P0801
040P0204
042E0121
042E0102
042E0102
042E0102
042E0118
043L0202
07161201
042E0151
042E0121
042E0143
042E0170
042E0121
042E0106
042E0141
042E0121
042E0170
040T0111
042E0121
042E0170
040T0111
042E0121
042E0151
042E0121
042E0102
042E0102
042E0151
042E0121
042E0150
042E0121
043L0202
07161201
042E0102
042E0102
042E0102
042E0102
043L0202
07161201
042E0150
042E0121
042E0102
042E0102
042E0151
042E0121
042E0150
042E0121
042E0150
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
042E0121
042E0150
042E0121
042E0133
042E0133
042E0150
042E0121
042E0152
042E0152
042E0102
042E0102
042E0102
042E0150
040P0206
040P0200
040P0202
040P0202
042E0121
042E0102
042E0151
042E0121
042E0133
042E0102
042E0102
042E0102
042E0151
042E0121
042E0301
042E0102
042E0102
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0151
042E0121
042E0150
040P0206
040P0200
042E0121
042E0301
042E0318
042F0502
undefined
042E0301
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0118
163L0300
163L0301
01010916","检索提取
检索提取
检索提取
航班详情
航班详情
OP/CI航班
OP/CI航班
返回
检索提取
检索提取
检索提取
检索提取
GS限额
GS限额
座位锁放
返回
旅客拉下
旅客升降舱
返回
旅客详情
客票详情
返回
旅客升降舱
旅客升降舱
返回
旅客升降舱
旅客升降舱
返回
座位锁放
返回
检索提取
检索提取
座位锁放
返回
航班详情
返回
GS限额
GS限额
检索提取
检索提取
检索提取
检索提取
GS限额
GS限额
航班详情
返回
检索提取
检索提取
座位锁放
返回
航班详情
返回
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
返回
航班详情
返回
检索提取
检索提取
航班详情
返回
OP/CI航班
OP/CI航班
检索提取
检索提取
检索提取
航班详情
座位锁放
航班详情
航班详情
航班详情
返回
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
已/未登机查询
检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
座位锁放
返回
航班详情
座位锁放
航班详情
返回
已/未登机查询
修改性别/类型
修改性别/类型
已/未登机查询
已/未登机查询
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
业务信息查询
业务信息查询
结束",BRT_0406
8,"042E0102
042E0102
042E0118
042E0106
042E0142
040V0204
042E0121
042E0151
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0150
040P0202
042E0121
042E0102
042E0102
042E0102
042E0150
040P0801
040P0204
040P0202
042E0121
042E0102
042E0102
042E0152
042E0152
042E0150
040P0202
042E0121
042E0102
042E0102
042E0151
042E0121
042E0102
042E0102
042E0102
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0151
042E0117","检索提取
检索提取
检索提取
旅客详情
座位处理
座位处理
返回
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
航班详情
航班详情
返回
检索提取
检索提取
检索提取
航班详情
OP/CI航班
OP/CI航班
航班详情
返回
检索提取
检索提取
OP/CI航班
OP/CI航班
航班详情
航班详情
返回
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
结束",BRT_0401
9,"042E0102
042E0102
042E0102
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0151
042E0121
042E0102
042E0102
042E0102
042E0150
040P0202
040P0801
040P0204
040P0202
040P0202
040P0202
042E0121
042E0102
042E0102
042E0102
042E0102
042E0151
042E0121
042E0151
040P0701
042E0121
042E0102
042E0102
042E0118
042E0151
042E0121
042E0118
042E0118
042E0118
042E0118
040O0240
042E0118
042E0102
042E0102
042E0102
042E0151
042E0121
042E0102
042E0102
042E0102
042E0118
040O0240
042E0102
042E0118
042E0106
042E0118
042E0151
042E0121
042E0133
042E0151
042E0121
042E0150
042E0121
042E0133
042E0150
042E0121
042E0151
042E0121
043L0202
07161201
042E0150
042E0121
042E0133
042E0151
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
航班详情
航班详情
OP/CI航班
OP/CI航班
航班详情
航班详情
航班详情
返回
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
座位锁放
座位图旅客处理
返回
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
旅客详情
检索提取
座位锁放
返回
检索提取
座位锁放
返回
航班详情
返回
检索提取
航班详情
返回
座位锁放
返回
GS限额
GS限额
航班详情
返回
检索提取
座位锁放
返回
结束",BRT_0401
10,"042E0102
042E0102
042E0118
042E0170
040T0101
042E0121
042E0102
042E0102
042E0102
042E0118
042E0170
040T0101
042E0121
042E0102
042E0118
042E0118
042E0102
042E0118
042E0118
042E0102
042E0102
01010916","检索提取
检索提取
检索提取
旅客升降舱
旅客升降舱
返回
检索提取
检索提取
检索提取
检索提取
旅客升降舱
旅客升降舱
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_0406
