路径编号,业务ID,业务组名称,操作简称,路径编码
1272,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0151
042E0121
042E0151
042E0121
042E0102
042E0118
042E0102
042E0118
042E0102
042E0102
042E0118
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
座位锁放入口
返回
座位锁放入口
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束","旅客提取页签检索按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
从其他页面返回检索页刷新
座位图/锁放按钮
从其他页面返回检索页刷新
座位图/锁放按钮
从其他页面返回检索页刷新
旅客查询页签检索按钮
序号输入框选中旅客
旅客查询页签检索按钮
序号输入框选中旅客
旅客查询页签检索按钮
旅客查询页签检索按钮
序号输入框选中旅客
旅客检索清空按钮",BRT_0402
1273,"042E0115
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
重打牌登机牌
重打牌登机牌
下一步值机
下一步值机
添加行李-旅客处理
返回
结束","旅客提取页签检索按钮
重打登机牌按钮
重打登机牌按钮
旅客拉下按钮--实际没做拉下操作
点击座位图刷新
已值机旅客 ，不改座位，只加行李
从其他页面返回检索页刷新
旅客检索清空按钮",BRT_0402
1274,"042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
040O0211
040O0210
040O0250
040O0293
040O0200
040O0210
040O0264
040O0211
040O020B
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
检索提取
里程查询
航班详情入口
下一步值机
检索提取
值机接收
下一步值机
选座接收
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
切换旅客列表
里程查询按钮
航班详情按钮
值机页面加载
切换旅客列表
全舱座位图/当前舱位按钮
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1275,"042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
040O0211
040O0210
040O0250
040O0293
040O0200
040O0210
040O0238
040O0238
040O0211
040O020F
040O0211
040O020F
040O0264
042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
040O0211
040O0282
040T0111
040O0200
040O0211
040O0211
040O020F
042E0200
042E0235
042E0200
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
检索提取
里程查询
航班详情入口
下一步值机
检索提取
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
下一步值机
添加行李-旅客处理
值机接收
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
旅客升降舱入口
旅客升降舱
下一步值机
下一步值机
下一步值机
添加行李-旅客处理
检索提取
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
切换旅客列表
里程查询按钮
航班详情按钮
值机页面加载
切换旅客列表
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
点击座位图刷新
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
旅客升降舱按钮
旅客升降舱-未值机旅客是否同步接收弹框，“是”按钮
值机页面加载
点击座位图刷新
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
清空已选旅客操作",-
1276,"042E0200
042E0235
042E0223","检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1277,"042E0200
042E0214
042E0235
042E0200
042E0235
042E0150
042E0200
042E0235
042E0200
042E0235
040O0211
040O0210
040O0250
040O0210
040O0211
040O020B
040O0264
040O0211
040O020F
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
检索提取
检索提取
下一步值机
检索提取
里程查询
检索提取
下一步值机
选座接收
值机接收
下一步值机
添加行李-旅客处理
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
航班详情按钮
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
切换旅客列表
里程查询按钮
切换旅客列表
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
全舱座位图/当前舱位按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1278,"042E0200
042E0235
042E0185
042E0235
040O0211
040O0238
040O0238
040O0238
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
里程查询
检索提取
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1279,"042E0200
042E0235
040O0211
040O0250
040O0238
040O0238
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
下一步值机
里程查询
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
里程查询按钮
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1280,"042E0212
042E0212
042E0219
040O0240
042E0235
042E0235
040O0211
040O020B
040O020B
040O0211
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
同行人提取
检索提取
检索提取
下一步值机
选座接收
选座接收
下一步值机
检索提取
检索提取
结束","航班模式检索操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
提取同行人按钮
切换已选定旅客列表
切换已选定旅客列表
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",BRT_0404
1281,"042E0200
042E0223","检索提取
结束","新旅客检索页面加载
清空已选旅客操作",-
1282,"042E0201
042E0235
042E0185
042E0235
040O0211
040O0238
040O0238
040O0238
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
里程查询
检索提取
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","旅客模式页签切换操作
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1283,"042E0200
042E0214
042E0235
042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
040O0211
040O0264
040O0293
040O0200
040O0211
040O020B
040O020B
040O0211
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
值机接收
航班详情入口
下一步值机
下一步值机
选座接收
选座接收
下一步值机
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1284,"042E0200
042E0235
042E0185
042E0235
040O0211
040O0238
040O0211
040O020F
040O0270
040O0250
042E0200
042E0235
042E0223","检索提取
检索提取
里程查询
检索提取
下一步值机
重打牌登机牌
下一步值机
添加行李-旅客处理
旅客详情入口
里程查询
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
旅客详情按钮
里程查询按钮
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1285,"042E0200
042E0214
042E0235
042E0185
042E0235
040O0211
040O0238
040O0238
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1286,"042E0200
042E0214
042E0235
042E0185
042E0235
040O0211
040O0238
040O0238
040O0238
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1287,"042E0200
042E0235
040O0211
040O020B
042E0200
042E0235
042E0223","检索提取
检索提取
下一步值机
选座接收
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1288,"042E0200
042E0235
040O0211
040O020B
042E0200
042E0235
042E0223","检索提取
检索提取
下一步值机
选座接收
检索提取
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1289,"042E0200
042E0214
042E0235
040O0211
040O0238
040O0238
040O0238
040O0211
040O020F
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
下一步值机
重打牌登机牌
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
1290,"042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0150
042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
042E0185
042E0235
040O0211
040O0264
040O0210
040O0210
040O0210
040O0238
040O0238
040O0238
040O0211
040O020F
040O0264
040O0293
040O0200
040O0264
040O0293
040O0200
042E0200
042E0235
16200100
16200101
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
里程查询
检索提取
下一步值机
值机接收
检索提取
检索提取
检索提取
重打牌登机牌
重打牌登机牌
重打牌登机牌
下一步值机
添加行李-旅客处理
值机接收
航班详情入口
下一步值机
值机接收
航班详情入口
下一步值机
检索提取
检索提取
业务信息查询入口
业务信息查询
结束","新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
航班详情按钮
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
全舱座位图/当前舱位按钮
切换旅客列表
切换旅客列表
切换旅客列表
重打登机牌按钮
重打登机牌按钮
重打登机牌按钮
点击座位图刷新
已值机旅客 ，不改座位，只加行李
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
全舱座位图/当前舱位按钮
航班详情按钮
值机页面加载
新旅客检索页面加载
切换已选定旅客列表
FSD查询页面加载
FSD航班值机情况-查询按钮
关闭当前页面",-
