business_id,business_label,BP,KC,PG,BT,DIST,SUB,business_class,class_name
042E0112,0,04,16,01,12,34.0,0.46,02,检索提取
040O0211,0,04,24,02,11,8.124,4.215,04,值机接收
042E0200,1,04,16,02,00,13.6015,21.663,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.136,02,检索提取
042E0224,-1,04,16,02,24,12.0416,0.221,05,结束
042E0200,1,04,16,02,00,24.0,3.049,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.522,02,检索提取
042E0112,0,04,16,01,12,0.0,1.559,02,检索提取
042E0146,0,04,16,01,46,34.0,0.264,09,重打牌
042E0112,0,04,16,01,12,34.0,0.119,02,检索提取
042E0224,-1,04,16,02,24,12.0416,14.916,05,结束
042E0200,1,04,16,02,00,24.0,2.943,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.518,02,检索提取
040O0211,0,04,24,02,11,8.124,2.315,04,值机接收
040O0204,0,04,24,02,04,7.0,5.141,04,值机接收
040O0204,0,04,24,02,04,0.0,0.214,04,值机接收
042E0200,1,04,16,02,00,8.9443,16.972,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.137,02,检索提取
042E0224,-1,04,16,02,24,12.0416,0.208,05,结束
042E0200,1,04,16,02,00,24.0,1.557,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.5,02,检索提取
042E0112,0,04,16,01,12,0.0,6.722,02,检索提取
040O0211,0,04,24,02,11,8.124,0.759,04,值机接收
040O0204,0,04,24,02,04,7.0,3.921,04,值机接收
040O0204,0,04,24,02,04,0.0,32.161,04,值机接收
042E0224,-1,04,16,02,24,21.5407,0.703,05,结束
042E0112,0,04,16,01,12,12.0416,0.112,02,检索提取
042E0200,1,04,16,02,00,12.0416,6.261,02,检索提取
042E0112,0,04,16,01,12,12.0416,1.59,02,检索提取
040O0211,0,04,24,02,11,8.124,0.798,04,值机接收
040O0204,0,04,24,02,04,7.0,11.207,04,值机接收
042E0200,1,04,16,02,00,8.9443,19.058,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.138,02,检索提取
042E0224,-1,04,16,02,24,12.0416,0.802,05,结束
042E0200,1,04,16,02,00,24.0,2.291,02,检索提取
042E0112,0,04,16,01,12,12.0416,1.001,02,检索提取
040O0211,0,04,24,02,11,8.124,0.831,04,值机接收
040O0204,0,04,24,02,04,7.0,1.765,04,值机接收
042E0200,1,04,16,02,00,8.9443,21.735,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.147,02,检索提取
042E0224,-1,04,16,02,24,12.0416,0.199,05,结束
042E0200,1,04,16,02,00,24.0,3.597,02,检索提取
042E0112,0,04,16,01,12,12.0416,0.483,02,检索提取
042E0112,0,04,16,01,12,0.0,2.203,02,检索提取
042E0146,0,04,16,01,46,34.0,0.222,09,重打牌
042E0112,0,04,16,01,12,34.0,0.105,02,检索提取
040O0211,0,04,24,02,11,8.124,1.562,04,值机接收
040O0204,0,04,24,02,04,7.0,3.669,04,值机接收
01010903,-1,01,1,09,03,24.2487,19.037,05,结束
01010102,0,01,1,01,02,8.0623,15.904,01,登录
042E0100,0,04,16,01,00,15.4272,3.779,02,检索提取
042E0115,1,04,16,01,15,15.0,2.185,02,检索提取
040O0204,0,04,24,02,04,13.6382,2.01,04,值机接收
040O0211,0,04,24,02,11,7.0,0.488,04,值机接收
040O0204,0,04,24,02,04,7.0,2.773,04,值机接收
040O0204,0,04,24,02,04,0.0,2.83,04,值机接收
042E0121,0,04,16,01,21,18.8149,16.823,79,返回
042E0102,1,04,16,01,02,19.0,1.194,02,检索提取
042E0118,0,04,16,01,18,16.0,5.135,02,检索提取
042E0117,-1,04,16,01,17,1.0,5.858,05,结束
042E0117,-1,04,16,01,17,0.0,0.527,05,结束
042E0117,-1,04,16,01,17,0.0,0.29,05,结束
042E0117,-1,04,16,01,17,0.0,0.221,05,结束
042E0115,1,04,16,01,15,2.0,2.005,02,检索提取
042E0115,1,04,16,01,15,0.0,2.697,02,检索提取
042E0118,0,04,16,01,18,3.0,1.305,02,检索提取
040O0200,0,04,24,02,00,19.7231,1.242,04,值机接收
040O0211,0,04,24,02,11,11.0,0.683,04,值机接收
040O0204,0,04,24,02,04,7.0,7.083,04,值机接收
042E0121,0,04,16,01,21,18.8149,41.229,79,返回
042E0117,-1,04,16,01,17,4.0,0.314,05,结束
042E0115,1,04,16,01,15,2.0,1.434,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.767,04,值机接收
040O0211,0,04,24,02,11,11.0,0.474,04,值机接收
040O0204,0,04,24,02,04,7.0,3.08,04,值机接收
040O0238,0,04,24,02,38,34.0,11.843,09,重打牌
040O0238,0,04,24,02,38,0.0,0.345,09,重打牌
042E0121,0,04,16,01,21,18.8149,6.678,79,返回
042E0117,-1,04,16,01,17,4.0,0.366,05,结束
042E0117,-1,04,16,01,17,0.0,0.336,05,结束
042E0117,-1,04,16,01,17,0.0,0.241,05,结束
042E0115,1,04,16,01,15,2.0,10.374,02,检索提取
042E0115,1,04,16,01,15,0.0,2.699,02,检索提取
042E0118,0,04,16,01,18,3.0,1.318,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.649,04,值机接收
040O0211,0,04,24,02,11,11.0,0.523,04,值机接收
040O0204,0,04,24,02,04,7.0,4.149,04,值机接收
042E0121,0,04,16,01,21,18.8149,27.631,79,返回
042E0117,-1,04,16,01,17,4.0,0.461,05,结束
042E0115,1,04,16,01,15,2.0,6.453,02,检索提取
042E0115,1,04,16,01,15,0.0,3.035,02,检索提取
042E0118,0,04,16,01,18,3.0,1.313,02,检索提取
042E0118,0,04,16,01,18,0.0,1.27,02,检索提取
042E0146,0,04,16,01,46,28.0,0.67,09,重打牌
042E0146,0,04,16,01,46,0.0,0.44,09,重打牌
042E0117,-1,04,16,01,17,29.0,9.055,05,结束
042E0117,-1,04,16,01,17,0.0,0.632,05,结束
042E0115,1,04,16,01,15,2.0,4.967,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.198,04,值机接收
040O0211,0,04,24,02,11,11.0,0.458,04,值机接收
040O0204,0,04,24,02,04,7.0,3.35,04,值机接收
040O0238,0,04,24,02,38,34.0,1.127,09,重打牌
042E0121,0,04,16,01,21,18.8149,1.378,79,返回
042E0117,-1,04,16,01,17,4.0,0.501,05,结束
042E0117,-1,04,16,01,17,0.0,13.372,05,结束
042E0117,-1,04,16,01,17,0.0,0.464,05,结束
042E0117,-1,04,16,01,17,0.0,0.271,05,结束
042E0117,-1,04,16,01,17,0.0,0.225,05,结束
042E0115,1,04,16,01,15,2.0,6.946,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.498,04,值机接收
040O0211,0,04,24,02,11,11.0,0.531,04,值机接收
040O0204,0,04,24,02,04,7.0,34.852,04,值机接收
042E0121,0,04,16,01,21,18.8149,13.928,79,返回
042E0117,-1,04,16,01,17,4.0,0.388,05,结束
042E0117,-1,04,16,01,17,0.0,0.221,05,结束
042E0115,1,04,16,01,15,2.0,4.119,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.327,04,值机接收
040O0211,0,04,24,02,11,11.0,0.384,04,值机接收
040O0204,0,04,24,02,04,7.0,2.474,04,值机接收
042E0121,0,04,16,01,21,18.8149,5.822,79,返回
042E0117,-1,04,16,01,17,4.0,0.855,05,结束
042E0117,-1,04,16,01,17,0.0,0.435,05,结束
042E0117,-1,04,16,01,17,0.0,0.255,05,结束
042E0115,1,04,16,01,15,2.0,4.602,02,检索提取
042E0115,1,04,16,01,15,0.0,3.067,02,检索提取
042E0118,0,04,16,01,18,3.0,1.341,02,检索提取
042E0118,0,04,16,01,18,0.0,2.097,02,检索提取
040O0200,0,04,24,02,00,19.7231,3.464,04,值机接收
040O0211,0,04,24,02,11,11.0,0.405,04,值机接收
040O0204,0,04,24,02,04,7.0,0.799,04,值机接收
040O0204,0,04,24,02,04,0.0,11.443,04,值机接收
040O0204,0,04,24,02,04,0.0,0.338,04,值机接收
040O0204,0,04,24,02,04,0.0,18.456,04,值机接收
040O0204,0,04,24,02,04,0.0,0.349,04,值机接收
042E0121,0,04,16,01,21,18.8149,19.04,79,返回
042E0117,-1,04,16,01,17,4.0,0.227,05,结束
042E0117,-1,04,16,01,17,0.0,13.971,05,结束
042E0115,1,04,16,01,15,2.0,3.287,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.99,04,值机接收
040O0211,0,04,24,02,11,11.0,0.446,04,值机接收
040O0204,0,04,24,02,04,7.0,1.893,04,值机接收
040O0204,0,04,24,02,04,0.0,0.155,04,值机接收
040O0204,0,04,24,02,04,0.0,18.112,04,值机接收
040O0204,0,04,24,02,04,0.0,0.317,04,值机接收
042E0121,0,04,16,01,21,18.8149,23.514,79,返回
042E0117,-1,04,16,01,17,4.0,0.413,05,结束
042E0115,1,04,16,01,15,2.0,1.76,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.485,04,值机接收
040O0211,0,04,24,02,11,11.0,0.477,04,值机接收
040O0204,0,04,24,02,04,7.0,3.323,04,值机接收
040O0204,0,04,24,02,04,0.0,6.124,04,值机接收
040O0204,0,04,24,02,04,0.0,0.152,04,值机接收
040O0204,0,04,24,02,04,0.0,13.844,04,值机接收
040O0204,0,04,24,02,04,0.0,18.481,04,值机接收
01010915,-1,01,1,09,15,26.6083,4.482,05,结束
042E0117,-1,04,16,01,17,17.3781,35.388,05,结束
042E0115,1,04,16,01,15,2.0,6.739,02,检索提取
042E0112,0,04,16,01,12,3.0,5.961,02,检索提取
040O0200,0,04,24,02,00,14.4568,0.979,04,值机接收
040O0211,0,04,24,02,11,11.0,0.505,04,值机接收
040O0204,0,04,24,02,04,7.0,8.154,04,值机接收
042E0121,0,04,16,01,21,18.8149,9.717,79,返回
042E0117,-1,04,16,01,17,4.0,0.431,05,结束
042E0117,-1,04,16,01,17,0.0,0.3,05,结束
042E0117,-1,04,16,01,17,0.0,0.242,05,结束
042E0115,1,04,16,01,15,2.0,3.059,02,检索提取
042E0115,1,04,16,01,15,0.0,2.736,02,检索提取
042E0118,0,04,16,01,18,3.0,1.311,02,检索提取
042E0118,0,04,16,01,18,0.0,1.298,02,检索提取
042E0146,0,04,16,01,46,28.0,0.507,09,重打牌
042E0146,0,04,16,01,46,0.0,0.443,09,重打牌
01010915,-1,01,1,09,15,35.4824,1.701,05,结束
162R0300,1,16,29,03,00,35.6371,6.508,72,值机员综合办理统计
162R0501,0,16,29,05,01,2.2361,1.044,72,值机员综合办理统计
nav,-1,0,0,0,0,33.5112,3.874,05,结束
16200100,1,16,2,01,00,16.1555,6.935,77,航班值机情况查询
16200101,1,16,2,01,01,1.0,9.65,77,航班值机情况查询
16200101,1,16,2,01,01,0.0,50.307,77,航班值机情况查询
nav,-1,0,0,0,0,16.1864,31.872,05,结束
042E0115,1,04,16,01,15,22.3159,16.488,02,检索提取
042E0115,1,04,16,01,15,0.0,3.049,02,检索提取
042E0118,0,04,16,01,18,3.0,1.333,02,检索提取
042E0118,0,04,16,01,18,0.0,2.657,02,检索提取
042E0146,0,04,16,01,46,28.0,0.362,09,重打牌
042E0146,0,04,16,01,46,0.0,0.521,09,重打牌
040O0200,0,04,24,02,00,46.7012,0.872,04,值机接收
040O0211,0,04,24,02,11,11.0,0.622,04,值机接收
040O0204,0,04,24,02,04,7.0,2.722,04,值机接收
042E0121,0,04,16,01,21,18.8149,19.801,79,返回
042E0117,-1,04,16,01,17,4.0,0.411,05,结束
042E0117,-1,04,16,01,17,0.0,30.392,05,结束
042E0117,-1,04,16,01,17,0.0,1.442,05,结束
042E0117,-1,04,16,01,17,0.0,0.258,05,结束
042E0115,1,04,16,01,15,2.0,5.903,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.39,04,值机接收
040O0211,0,04,24,02,11,11.0,0.524,04,值机接收
040O0204,0,04,24,02,04,7.0,5.063,04,值机接收
042E0121,0,04,16,01,21,18.8149,51.723,79,返回
042E0117,-1,04,16,01,17,4.0,0.467,05,结束
042E0115,1,04,16,01,15,2.0,2.588,02,检索提取
040O0200,0,04,24,02,00,17.0294,4.245,04,值机接收
040O0211,0,04,24,02,11,11.0,0.615,04,值机接收
042E0121,0,04,16,01,21,12.8452,1.03,79,返回
042E0115,1,04,16,01,15,6.0,1.338,02,检索提取
042E0118,0,04,16,01,18,3.0,1.33,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.744,04,值机接收
040O0211,0,04,24,02,11,11.0,0.496,04,值机接收
040O0212,0,04,24,02,12,1.0,2.484,04,值机接收
040O0204,0,04,24,02,04,8.0,3.628,04,值机接收
042E0121,0,04,16,01,21,18.8149,58.338,79,返回
042E0117,-1,04,16,01,17,4.0,0.924,05,结束
042E0117,-1,04,16,01,17,0.0,0.238,05,结束
042E0117,-1,04,16,01,17,0.0,0.244,05,结束
042E0117,-1,04,16,01,17,0.0,0.236,05,结束
042E0115,1,04,16,01,15,2.0,4.006,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.261,04,值机接收
040O0211,0,04,24,02,11,11.0,0.512,04,值机接收
040O0204,0,04,24,02,04,7.0,2.803,04,值机接收
042E0121,0,04,16,01,21,18.8149,6.552,79,返回
042E0117,-1,04,16,01,17,4.0,3.156,05,结束
042E0117,-1,04,16,01,17,0.0,25.023,05,结束
042E0115,1,04,16,01,15,2.0,15.147,02,检索提取
042E0115,1,04,16,01,15,0.0,3.034,02,检索提取
042E0118,0,04,16,01,18,3.0,1.309,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.574,04,值机接收
040O0211,0,04,24,02,11,11.0,0.439,04,值机接收
040O0204,0,04,24,02,04,7.0,2.257,04,值机接收
040O0204,0,04,24,02,04,0.0,1.368,04,值机接收
040O0204,0,04,24,02,04,0.0,3.427,04,值机接收
042E0121,0,04,16,01,21,18.8149,17.573,79,返回
042E0102,1,04,16,01,02,19.0,1.734,02,检索提取
042E0118,0,04,16,01,18,16.0,4.407,02,检索提取
042E0117,-1,04,16,01,17,1.0,5.614,05,结束
042E0117,-1,04,16,01,17,0.0,0.611,05,结束
042E0115,1,04,16,01,15,2.0,1.038,02,检索提取
042E0115,1,04,16,01,15,0.0,5.217,02,检索提取
042E0118,0,04,16,01,18,3.0,1.319,02,检索提取
042E0106,0,04,16,01,06,12.0,0.727,10,旅客详情
040O0200,0,04,24,02,00,10.0499,3.663,04,值机接收
040O0211,0,04,24,02,11,11.0,0.486,04,值机接收
042E0121,0,04,16,01,21,12.8452,6.809,79,返回
040O0240,0,04,24,02,40,20.6398,1.093,04,值机接收
042E0117,-1,04,16,01,17,24.3721,13.102,05,结束
042E0117,-1,04,16,01,17,0.0,1.489,05,结束
042E0115,1,04,16,01,15,2.0,6.102,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.45,04,值机接收
040O0211,0,04,24,02,11,11.0,0.514,04,值机接收
042E0121,0,04,16,01,21,12.8452,3.746,79,返回
042E0117,-1,04,16,01,17,4.0,0.651,05,结束
042E0105,1,04,16,01,05,12.0,0.498,61,办理历史
042E0117,-1,04,16,01,17,12.0,1.531,05,结束
042E0115,1,04,16,01,15,2.0,26.034,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.997,04,值机接收
040O0211,0,04,24,02,11,11.0,0.553,04,值机接收
042E0121,0,04,16,01,21,12.8452,2.909,79,返回
042E0115,1,04,16,01,15,6.0,4.163,02,检索提取
042E0118,0,04,16,01,18,3.0,1.317,02,检索提取
042E0115,1,04,16,01,15,3.0,3.58,02,检索提取
042E0118,0,04,16,01,18,3.0,1.515,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.557,04,值机接收
040O0211,0,04,24,02,11,11.0,0.451,04,值机接收
040O0204,0,04,24,02,04,7.0,5.312,04,值机接收
042E0121,0,04,16,01,21,18.8149,36.742,79,返回
042E0117,-1,04,16,01,17,4.0,5.957,05,结束
042E0117,-1,04,16,01,17,0.0,0.976,05,结束
042E0115,1,04,16,01,15,2.0,12.518,02,检索提取
042E0112,0,04,16,01,12,3.0,1.72,02,检索提取
040O0200,0,04,24,02,00,14.4568,1.061,04,值机接收
040O0211,0,04,24,02,11,11.0,0.467,04,值机接收
040O0204,0,04,24,02,04,7.0,1.887,04,值机接收
042E0121,0,04,16,01,21,18.8149,8.933,79,返回
042E0117,-1,04,16,01,17,4.0,0.824,05,结束
042E0105,1,04,16,01,05,12.0,5.538,61,办理历史
042E0105,1,04,16,01,05,0.0,3.159,61,办理历史
040O0200,0,04,24,02,00,9.4868,3.286,04,值机接收
040O0211,0,04,24,02,11,11.0,0.42,04,值机接收
042E0121,0,04,16,01,21,12.8452,1.029,79,返回
042E0117,-1,04,16,01,17,4.0,0.518,05,结束
042E0105,1,04,16,01,05,12.0,0.692,61,办理历史
042E0105,1,04,16,01,05,0.0,1.751,61,办理历史
042E0188,0,04,16,01,88,83.0,1.247,02,检索提取
042E0117,-1,04,16,01,17,71.0,2.407,05,结束
042E0105,1,04,16,01,05,12.0,1.747,61,办理历史
042E0105,1,04,16,01,05,0.0,1.975,61,办理历史
040O0200,0,04,24,02,00,9.4868,1.798,04,值机接收
040O0211,0,04,24,02,11,11.0,0.473,04,值机接收
042E0121,0,04,16,01,21,12.8452,9.136,79,返回
042E0102,1,04,16,01,02,19.0,3.292,02,检索提取
042E0102,1,04,16,01,02,0.0,4.501,02,检索提取
040O0200,0,04,24,02,00,8.3066,1.946,04,值机接收
040O0211,0,04,24,02,11,11.0,0.373,04,值机接收
040O0204,0,04,24,02,04,7.0,2.155,04,值机接收
042E0121,0,04,16,01,21,18.8149,2.855,79,返回
042E0117,-1,04,16,01,17,4.0,6.665,05,结束
042E0117,-1,04,16,01,17,0.0,0.817,05,结束
042E0117,-1,04,16,01,17,0.0,0.317,05,结束
042E0117,-1,04,16,01,17,0.0,3.758,05,结束
042E0117,-1,04,16,01,17,0.0,0.425,05,结束
042E0117,-1,04,16,01,17,0.0,0.236,05,结束
042E0115,1,04,16,01,15,2.0,6.954,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.456,04,值机接收
040O0211,0,04,24,02,11,11.0,0.495,04,值机接收
040O0204,0,04,24,02,04,7.0,6.737,04,值机接收
040O0238,0,04,24,02,38,34.0,1.351,09,重打牌
040O0238,0,04,24,02,38,0.0,0.418,09,重打牌
042E0121,0,04,16,01,21,18.8149,16.75,79,返回
042E0117,-1,04,16,01,17,4.0,0.477,05,结束
042E0115,1,04,16,01,15,2.0,3.83,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.274,04,值机接收
040O0211,0,04,24,02,11,11.0,0.467,04,值机接收
040O0238,0,04,24,02,38,27.0,0.654,09,重打牌
040O0238,0,04,24,02,38,0.0,0.536,09,重打牌
042E0121,0,04,16,01,21,18.8149,4.617,79,返回
042E0117,-1,04,16,01,17,4.0,1.068,05,结束
042E0117,-1,04,16,01,17,0.0,0.24,05,结束
042E0117,-1,04,16,01,17,0.0,0.241,05,结束
042E0117,-1,04,16,01,17,0.0,1.36,05,结束
042E0115,1,04,16,01,15,2.0,3.179,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.41,04,值机接收
040O0211,0,04,24,02,11,11.0,0.422,04,值机接收
040O0212,0,04,24,02,12,1.0,4.461,04,值机接收
040O0204,0,04,24,02,04,8.0,9.725,04,值机接收
040O0280,0,04,24,02,80,76.0,21.218,15,客票详情
040O0200,0,04,24,02,00,80.0,5.075,04,值机接收
040O0210,0,04,24,02,10,10.0,3.432,04,值机接收
040O0212,0,04,24,02,12,2.0,1.33,04,值机接收
040O0204,0,04,24,02,04,8.0,2.054,04,值机接收
040O0204,0,04,24,02,04,0.0,24.222,04,值机接收
040O0204,0,04,24,02,04,0.0,0.488,04,值机接收
16200800,0,16,2,08,00,26.0768,19.585,74,AV查询
16200801,0,16,2,08,01,1.0,1.557,74,AV查询
040O0280,0,04,24,02,80,83.0963,12.067,15,客票详情
040O0200,0,04,24,02,00,80.0,29.345,04,值机接收
01010903,-1,01,1,09,03,24.4131,14.36,05,结束
01010102,0,01,1,01,02,8.0623,24.743,01,登录
042E0100,0,04,16,01,00,15.4272,2.446,02,检索提取
042E0115,1,04,16,01,15,15.0,16.724,02,检索提取
042E0115,1,04,16,01,15,0.0,4.896,02,检索提取
042E0118,0,04,16,01,18,3.0,1.315,02,检索提取
042E0118,0,04,16,01,18,0.0,1.598,02,检索提取
040O0200,0,04,24,02,00,19.7231,1.664,04,值机接收
040O0211,0,04,24,02,11,11.0,0.791,04,值机接收
040O0210,0,04,24,02,10,1.0,8.62,04,值机接收
040O0204,0,04,24,02,04,6.0,2.553,04,值机接收
040O0204,0,04,24,02,04,0.0,0.615,04,值机接收
040O0210,0,04,24,02,10,6.0,2.751,04,值机接收
040O0204,0,04,24,02,04,6.0,1.276,04,值机接收
040O0204,0,04,24,02,04,0.0,0.632,04,值机接收
040O0210,0,04,24,02,10,6.0,13.831,04,值机接收
01010917,-1,01,1,09,17,25.219,27.039,05,结束
042E0115,1,04,16,01,15,17.3781,2.759,02,检索提取
162R0300,1,16,29,03,00,23.2809,49.752,72,值机员综合办理统计
162R0501,0,16,29,05,01,2.2361,0.461,72,值机员综合办理统计
162R0501,0,16,29,05,01,0.0,11.987,72,值机员综合办理统计
nav,-1,0,0,0,0,33.5112,5.522,05,结束
16240100,1,16,6,01,00,17.1172,13.897,78,航班工作量查询
nav,-1,0,0,0,0,17.1172,6.393,05,结束
16200100,1,16,2,01,00,16.1555,11.663,77,航班值机情况查询
nav,-1,0,0,0,0,16.1555,3.696,05,结束
